OrderID,OrderDate,CustomerID,ProductID,StoreID,Quantity,UnitPrice,DiscountPct,GrossSales,DiscountAmount,NetSales,Cost,Profit,PaymentMethod,Channel
O015250,2023-01-12,C0061,P0020,S016,1,8872.99,0.0,8872.99,0.0,8872.99,6731.43,2141.56,Net Banking,Online
O015251,2023-10-26,C0353,P0086,S006,1,35098.82,0.1,35098.82,3509.88,31588.94,21784.56,9804.38,Debit Card,Store
O015252,2025-03-04,C0710,P0037,S006,2,25779.41,0.0,51558.82,0.0,51558.82,32708.52,18850.3,Debit Card,Store
O015253,2025-04-21,C0807,P0059,S014,2,50073.47,0.0,100146.94,0.0,100146.94,83653.02,16493.92,Credit Card,Online
O015254,2024-02-20,C0818,P0114,S014,1,39712.17,0.05,39712.17,1985.61,37726.56,31714.43,6012.13,Cash,Store
O015255,2025-02-12,C0291,P0035,S008,6,15887.32,0.05,95323.92,4766.2,90557.72,71801.22,18756.5,Net Banking,Online
O015256,2024-11-09,C0292,P0092,S005,4,2788.32,0.0,11153.28,0.0,11153.28,7552.0,3601.28,Debit Card,Store
O015257,2025-09-16,C0934,P0055,S021,1,31377.99,0.05,31377.99,1568.9,29809.09,24002.3,5806.79,Credit Card,Store
O015258,2025-05-31,C0157,P0022,S002,5,49779.42,0.15,248897.1,37334.56,211562.54,189715.3,21847.24,Debit Card,Store
O015259,2023-09-09,C0777,P0094,S011,4,65163.26,0.15,260653.04,39097.96,221555.08,171003.32,50551.76,Credit Card,Online
O015260,2024-10-07,C0005,P0104,S024,1,3798.26,0.0,3798.26,0.0,3798.26,2783.53,1014.73,Debit Card,Store
O015261,2025-05-11,C0264,P0119,S003,1,2911.33,0.1,2911.33,291.13,2620.2,1922.63,697.57,Cash,Store
O015262,2023-12-01,C0192,P0009,S016,4,35362.09,0.0,141448.36,0.0,141448.36,117449.48,23998.88,Debit Card,Online
O015263,2024-09-20,C0427,P0101,S004,3,37009.27,0.15,111027.81,16654.17,94373.64,72287.01,22086.63,Net Banking,Store
O015264,2024-03-14,C0110,P0094,S018,4,65163.26,0.2,260653.04,52130.61,208522.43,171003.32,37519.11,Cash,Store
O015265,2023-12-05,C0618,P0074,S008,2,9219.01,0.0,18438.02,0.0,18438.02,13046.72,5391.3,Net Banking,Store
O015266,2023-08-07,C0441,P0063,S005,5,46255.4,0.15,231277.0,34691.55,196585.45,192900.95,3684.5,Cash,Online
O015267,2023-02-08,C0607,P0048,S019,6,6356.96,0.0,38141.76,0.0,38141.76,30029.94,8111.82,Debit Card,Online
O015268,2025-04-01,C0727,P0001,S002,1,52107.98,0.15,52107.98,7816.2,44291.78,37946.53,6345.25,Debit Card,Store
O015269,2025-06-16,C0564,P0089,S015,4,22128.53,0.05,88514.12,4425.71,84088.41,64316.6,19771.81,UPI,Online
O015270,2024-12-15,C0523,P0057,S001,6,55115.43,0.2,330692.58,66138.52,264554.06,241880.28,22673.78,Debit Card,Online
O015271,2023-09-22,C0377,P0008,S015,2,37037.97,0.1,74075.94,7407.59,66668.35,55410.44,11257.91,Cash,Store
O015272,2023-01-21,C0659,P0015,S011,2,57162.78,0.2,114325.56,22865.11,91460.45,70519.0,20941.45,Net Banking,Online
O015273,2024-11-23,C0945,P0091,S025,1,17296.62,0.0,17296.62,0.0,17296.62,11510.85,5785.77,UPI,Online
O015274,2023-08-08,C0145,P0023,S024,1,35515.92,0.05,35515.92,1775.8,33740.12,21668.96,12071.16,Net Banking,Store
O015275,2024-08-24,C0088,P0041,S020,6,40907.03,0.25,245442.18,61360.54,184081.64,201947.52,-17865.88,Cash,Online
O015276,2025-11-29,C0799,P0030,S004,7,51804.68,0.0,362632.76,0.0,362632.76,269626.49,93006.27,Cash,Online
O015277,2023-01-05,C0634,P0078,S025,4,4041.58,0.05,16166.32,808.32,15358.0,11157.44,4200.56,Debit Card,Store
O015278,2024-09-24,C0580,P0058,S012,3,47365.69,0.0,142097.07,0.0,142097.07,108950.94,33146.13,Net Banking,Online
O015279,2025-12-25,C0036,P0094,S025,2,65163.26,0.05,130326.52,6516.33,123810.19,85501.66,38308.53,Cash,Online
O015280,2024-01-02,C0437,P0018,S015,2,68610.63,0.15,137221.26,20583.19,116638.07,83645.88,32992.19,Credit Card,Online
O015281,2025-06-11,C0556,P0001,S021,4,52107.98,0.15,208431.92,31264.79,177167.13,151786.12,25381.01,UPI,Store
O015282,2025-06-26,C0753,P0061,S009,2,34524.73,0.25,69049.46,17262.37,51787.09,59163.8,-7376.71,Credit Card,Online
O015283,2024-06-17,C0185,P0112,S001,7,57105.32,0.1,399737.24,39973.72,359763.52,271155.57,88607.95,Cash,Online
O015284,2023-12-03,C0600,P0110,S010,1,60107.62,0.15,60107.62,9016.14,51091.48,37934.11,13157.37,Debit Card,Online
O015285,2025-01-15,C0085,P0042,S025,4,61284.65,0.1,245138.6,24513.86,220624.74,168681.16,51943.58,Credit Card,Online
O015286,2024-11-09,C0810,P0098,S023,7,15533.41,0.15,108733.87,16310.08,92423.79,80965.78,11458.01,Debit Card,Store
O015287,2024-06-06,C0053,P0046,S018,6,31990.41,0.05,191942.46,9597.12,182345.34,165887.76,16457.58,Credit Card,Online
O015288,2023-07-31,C0569,P0089,S004,2,22128.53,0.05,44257.06,2212.85,42044.21,32158.3,9885.91,Net Banking,Store
O015289,2025-03-27,C0956,P0013,S018,2,1589.34,0.15,3178.68,476.8,2701.88,2258.28,443.6,Credit Card,Store
O015290,2023-08-20,C0351,P0028,S016,2,16489.02,0.25,32978.04,8244.51,24733.53,23517.56,1215.97,Net Banking,Online
O015291,2023-05-28,C0129,P0078,S013,2,4041.58,0.1,8083.16,808.32,7274.84,5578.72,1696.12,Cash,Online
O015292,2023-03-15,C0650,P0050,S013,4,11790.54,0.0,47162.16,0.0,47162.16,35213.76,11948.4,UPI,Online
O015293,2024-05-04,C0360,P0051,S004,1,22992.05,0.15,22992.05,3448.81,19543.24,17424.77,2118.47,Cash,Store
O015294,2023-05-12,C0666,P0015,S018,1,57162.78,0.15,57162.78,8574.42,48588.36,35259.5,13328.86,Cash,Store
O015295,2024-01-03,C0471,P0114,S007,3,39712.17,0.15,119136.51,17870.48,101266.03,95143.29,6122.74,UPI,Online
O015296,2023-09-23,C0350,P0048,S001,5,6356.96,0.0,31784.8,0.0,31784.8,25024.95,6759.85,Debit Card,Online
O015297,2024-05-18,C0025,P0038,S013,4,15584.94,0.0,62339.76,0.0,62339.76,38961.24,23378.52,Debit Card,Online
O015298,2025-05-02,C0370,P0027,S003,2,58661.83,0.1,117323.66,11732.37,105591.29,83730.46,21860.83,Credit Card,Store
O015299,2024-05-08,C0925,P0001,S005,7,52107.98,0.05,364755.86,18237.79,346518.07,265625.71,80892.36,Credit Card,Online
O015300,2024-09-02,C0990,P0069,S020,6,24149.0,0.0,144894.0,0.0,144894.0,113314.74,31579.26,Cash,Online
O015301,2023-06-06,C0016,P0059,S020,1,50073.47,0.0,50073.47,0.0,50073.47,41826.51,8246.96,Cash,Online
O015302,2023-05-04,C0197,P0028,S010,5,16489.02,0.15,82445.1,12366.77,70078.33,58793.9,11284.43,UPI,Online
O015303,2025-12-06,C0912,P0096,S012,5,23648.17,0.15,118240.85,17736.13,100504.72,83351.2,17153.52,Credit Card,Store
O015304,2024-11-10,C0831,P0052,S003,3,4853.23,0.05,14559.69,727.98,13831.71,12523.35,1308.36,UPI,Online
O015305,2023-01-17,C0032,P0025,S013,6,54590.07,0.05,327540.42,16377.02,311163.4,255311.58,55851.82,UPI,Store
O015306,2024-09-11,C0426,P0111,S021,7,2547.56,0.0,17832.92,0.0,17832.92,12487.23,5345.69,Net Banking,Store
O015307,2023-01-12,C0411,P0040,S022,3,7245.57,0.05,21736.71,1086.84,20649.87,17125.86,3524.01,UPI,Store
O015308,2023-03-26,C0985,P0038,S025,1,15584.94,0.1,15584.94,1558.49,14026.45,9740.31,4286.14,Cash,Online
O015309,2024-02-14,C0783,P0112,S012,3,57105.32,0.0,171315.96,0.0,171315.96,116209.53,55106.43,UPI,Online
O015310,2024-12-20,C0772,P0003,S008,6,55571.12,0.05,333426.72,16671.34,316755.38,239078.52,77676.86,Net Banking,Store
O015311,2024-11-10,C0025,P0022,S011,3,49779.42,0.1,149338.26,14933.83,134404.43,113829.18,20575.25,Credit Card,Online
O015312,2025-05-16,C0693,P0059,S023,7,50073.47,0.0,350514.29,0.0,350514.29,292785.57,57728.72,Credit Card,Online
O015313,2023-07-16,C0810,P0115,S014,2,6929.5,0.1,13859.0,1385.9,12473.1,8694.4,3778.7,Cash,Online
O015314,2023-07-30,C0414,P0040,S009,5,7245.57,0.05,36227.85,1811.39,34416.46,28543.1,5873.36,Net Banking,Store
O015315,2024-08-07,C0471,P0073,S001,5,57746.18,0.2,288730.9,57746.18,230984.72,176723.9,54260.82,UPI,Store
O015316,2025-08-10,C0254,P0031,S024,4,39241.23,0.05,156964.92,7848.25,149116.67,95811.76,53304.91,UPI,Store
O015317,2025-03-03,C0472,P0087,S019,4,4931.85,0.0,19727.4,0.0,19727.4,16344.04,3383.36,Net Banking,Online
O015318,2025-01-03,C0340,P0024,S004,3,7080.82,0.05,21242.46,1062.12,20180.34,18065.46,2114.88,UPI,Online
O015319,2023-04-14,C0187,P0113,S021,5,23633.23,0.0,118166.15,0.0,118166.15,94984.9,23181.25,Credit Card,Store
O015320,2025-08-20,C0993,P0082,S004,4,11137.01,0.0,44548.04,0.0,44548.04,33963.8,10584.24,Net Banking,Online
O015321,2025-12-14,C0234,P0103,S008,5,37812.72,0.25,189063.6,47265.9,141797.7,117804.05,23993.65,Cash,Online
O015322,2024-09-30,C0188,P0078,S016,7,4041.58,0.1,28291.06,2829.11,25461.95,19525.52,5936.43,Debit Card,Store
O015323,2024-01-05,C0799,P0015,S007,1,57162.78,0.1,57162.78,5716.28,51446.5,35259.5,16187.0,Cash,Store
O015324,2024-12-27,C0158,P0117,S017,6,65800.05,0.1,394800.3,39480.03,355320.27,262484.1,92836.17,UPI,Store
O015325,2024-12-05,C0011,P0015,S024,5,57162.78,0.1,285813.9,28581.39,257232.51,176297.5,80935.01,UPI,Online
O015326,2025-10-15,C0587,P0022,S010,2,49779.42,0.05,99558.84,4977.94,94580.9,75886.12,18694.78,Cash,Store
O015327,2023-05-02,C0319,P0093,S013,4,22690.33,0.1,90761.32,9076.13,81685.19,61419.44,20265.75,UPI,Online
O015328,2024-07-18,C0695,P0036,S008,5,44674.03,0.0,223370.15,0.0,223370.15,161481.6,61888.55,Cash,Store
O015329,2025-02-16,C0321,P0051,S003,3,22992.05,0.25,68976.15,17244.04,51732.11,52274.31,-542.2,Net Banking,Store
O015330,2024-01-18,C0094,P0023,S007,4,35515.92,0.2,142063.68,28412.74,113650.94,86675.84,26975.1,Credit Card,Store
O015331,2025-07-10,C0271,P0061,S024,7,34524.73,0.0,241673.11,0.0,241673.11,207073.3,34599.81,Debit Card,Store
O015332,2023-03-12,C0400,P0117,S002,2,65800.05,0.15,131600.1,19740.02,111860.08,87494.7,24365.38,Debit Card,Online
O015333,2023-04-26,C0311,P0084,S002,2,8606.47,0.0,17212.94,0.0,17212.94,14319.34,2893.6,UPI,Online
O015334,2025-05-16,C0597,P0006,S017,1,27051.68,0.05,27051.68,1352.58,25699.1,19932.32,5766.78,Debit Card,Store
O015335,2023-05-18,C0123,P0093,S019,4,22690.33,0.05,90761.32,4538.07,86223.25,61419.44,24803.81,Cash,Online
O015336,2024-04-03,C0651,P0008,S005,4,37037.97,0.25,148151.88,37037.97,111113.91,110820.88,293.03,Credit Card,Store
O015337,2023-11-05,C0167,P0116,S009,4,11809.02,0.1,47236.08,4723.61,42512.47,36443.2,6069.27,Cash,Online
O015338,2025-01-24,C0602,P0069,S005,7,24149.0,0.2,169043.0,33808.6,135234.4,132200.53,3033.87,Credit Card,Store
O015339,2023-01-14,C0558,P0088,S025,1,55752.39,0.1,55752.39,5575.24,50177.15,42645.06,7532.09,Credit Card,Online
O015340,2024-01-27,C0163,P0032,S003,6,15930.32,0.1,95581.92,9558.19,86023.73,82006.92,4016.81,UPI,Store
O015341,2025-12-16,C0562,P0118,S004,1,18125.18,0.1,18125.18,1812.52,16312.66,13947.14,2365.52,UPI,Store
O015342,2024-02-09,C0969,P0107,S003,2,8889.67,0.1,17779.34,1777.93,16001.41,11652.78,4348.63,Net Banking,Store
O015343,2024-10-17,C0930,P0003,S020,4,55571.12,0.1,222284.48,22228.45,200056.03,159385.68,40670.35,Cash,Store
O015344,2025-12-18,C0756,P0109,S025,1,41295.94,0.05,41295.94,2064.8,39231.14,28358.32,10872.82,Net Banking,Online
O015345,2024-10-27,C0533,P0072,S025,4,19069.26,0.05,76277.04,3813.85,72463.19,46655.88,25807.31,Credit Card,Online
O015346,2025-04-07,C0772,P0107,S008,2,8889.67,0.15,17779.34,2666.9,15112.44,11652.78,3459.66,Debit Card,Store
O015347,2025-11-17,C0438,P0009,S012,1,35362.09,0.15,35362.09,5304.31,30057.78,29362.37,695.41,Credit Card,Online
O015348,2024-11-07,C0310,P0023,S005,6,35515.92,0.15,213095.52,31964.33,181131.19,130013.76,51117.43,Credit Card,Store
O015349,2025-06-30,C0096,P0117,S008,6,65800.05,0.1,394800.3,39480.03,355320.27,262484.1,92836.17,Credit Card,Online
O015350,2024-07-11,C0485,P0043,S005,2,48231.87,0.05,96463.74,4823.19,91640.55,64019.22,27621.33,Credit Card,Online
O015351,2025-06-11,C0737,P0051,S004,7,22992.05,0.0,160944.35,0.0,160944.35,121973.39,38970.96,Cash,Online
O015352,2024-12-04,C0860,P0066,S011,1,30547.55,0.2,30547.55,6109.51,24438.04,19215.85,5222.19,Net Banking,Store
O015353,2024-01-08,C0447,P0048,S013,6,6356.96,0.0,38141.76,0.0,38141.76,30029.94,8111.82,Net Banking,Online
O015354,2024-09-03,C0692,P0071,S016,4,34630.81,0.15,138523.24,20778.49,117744.75,102102.76,15641.99,Net Banking,Online
O015355,2024-01-03,C0760,P0083,S004,5,39997.52,0.05,199987.6,9999.38,189988.22,132527.15,57461.07,Credit Card,Online
O015356,2024-03-11,C0241,P0091,S010,4,17296.62,0.2,69186.48,13837.3,55349.18,46043.4,9305.78,Cash,Online
O015357,2023-11-16,C0194,P0097,S024,5,15892.42,0.05,79462.1,3973.11,75488.99,67322.75,8166.24,Debit Card,Store
O015358,2024-06-22,C0563,P0011,S014,7,27719.22,0.0,194034.54,0.0,194034.54,124768.91,69265.63,Cash,Store
O015359,2024-01-15,C0616,P0011,S009,2,27719.22,0.1,55438.44,5543.84,49894.6,35648.26,14246.34,Cash,Store
O015360,2024-11-17,C0047,P0076,S020,6,19322.21,0.1,115933.26,11593.33,104339.93,71794.2,32545.73,Debit Card,Online
O015361,2024-02-09,C0725,P0070,S017,5,9226.48,0.1,46132.4,4613.24,41519.16,34791.55,6727.61,UPI,Online
O015362,2024-06-22,C0482,P0060,S014,7,41509.57,0.0,290566.99,0.0,290566.99,242819.99,47747.0,Credit Card,Online
O015363,2023-06-03,C0362,P0110,S012,7,60107.62,0.1,420753.34,42075.33,378678.01,265538.77,113139.24,Credit Card,Store
O015364,2024-02-28,C0467,P0113,S018,6,23633.23,0.15,141799.38,21269.91,120529.47,113981.88,6547.59,Debit Card,Online
O015365,2024-01-26,C0480,P0080,S013,1,17401.68,0.0,17401.68,0.0,17401.68,11746.29,5655.39,Debit Card,Store
O015366,2025-11-19,C0721,P0035,S017,4,15887.32,0.1,63549.28,6354.93,57194.35,47867.48,9326.87,Debit Card,Store
O015367,2024-05-04,C0065,P0021,S004,2,51473.58,0.0,102947.16,0.0,102947.16,88891.98,14055.18,Credit Card,Online
O015368,2023-01-24,C0847,P0094,S020,2,65163.26,0.0,130326.52,0.0,130326.52,85501.66,44824.86,UPI,Online
O015369,2023-12-06,C0271,P0039,S015,5,18147.99,0.1,90739.95,9074.0,81665.95,77589.35,4076.6,Net Banking,Online
O015370,2025-03-10,C0861,P0115,S015,6,6929.5,0.05,41577.0,2078.85,39498.15,26083.2,13414.95,UPI,Online
O015371,2023-07-01,C0165,P0012,S023,4,34635.8,0.0,138543.2,0.0,138543.2,95761.16,42782.04,Credit Card,Online
O015372,2023-06-28,C0360,P0016,S008,3,41548.13,0.0,124644.39,0.0,124644.39,81364.71,43279.68,Credit Card,Online
O015373,2024-02-14,C0375,P0042,S016,2,61284.65,0.0,122569.3,0.0,122569.3,84340.58,38228.72,Net Banking,Store
O015374,2024-01-27,C0177,P0049,S016,3,14503.88,0.05,43511.64,2175.58,41336.06,37304.07,4031.99,Cash,Online
O015375,2024-06-11,C0090,P0071,S006,1,34630.81,0.1,34630.81,3463.08,31167.73,25525.69,5642.04,Cash,Store
O015376,2023-02-07,C0002,P0012,S008,1,34635.8,0.15,34635.8,5195.37,29440.43,23940.29,5500.14,Credit Card,Store
O015377,2025-02-28,C0829,P0065,S014,3,25975.98,0.15,77927.94,11689.19,66238.75,60757.47,5481.28,Credit Card,Store
O015378,2023-08-23,C0117,P0031,S018,1,39241.23,0.0,39241.23,0.0,39241.23,23952.94,15288.29,UPI,Online
O015379,2025-02-18,C0734,P0065,S018,1,25975.98,0.05,25975.98,1298.8,24677.18,20252.49,4424.69,UPI,Online
O015380,2024-09-10,C0018,P0011,S023,4,27719.22,0.15,110876.88,16631.53,94245.35,71296.52,22948.83,Debit Card,Store
O015381,2023-08-11,C0866,P0107,S010,4,8889.67,0.1,35558.68,3555.87,32002.81,23305.56,8697.25,Credit Card,Store
O015382,2024-05-29,C0250,P0054,S021,1,58600.33,0.1,58600.33,5860.03,52740.3,41794.4,10945.9,Debit Card,Online
O015383,2023-02-10,C0948,P0013,S008,7,1589.34,0.15,11125.38,1668.81,9456.57,7903.98,1552.59,Debit Card,Store
O015384,2025-02-08,C0473,P0021,S010,3,51473.58,0.2,154420.74,30884.15,123536.59,133337.97,-9801.38,Net Banking,Store
O015385,2023-11-29,C0565,P0064,S011,5,21932.27,0.05,109661.35,5483.07,104178.28,93629.3,10548.98,Credit Card,Store
O015386,2024-02-25,C0478,P0044,S012,6,19047.72,0.05,114286.32,5714.32,108572.0,92807.94,15764.06,Debit Card,Online
O015387,2023-06-22,C0746,P0016,S013,5,41548.13,0.05,207740.65,10387.03,197353.62,135607.85,61745.77,Cash,Online
O015388,2024-02-05,C0217,P0089,S018,1,22128.53,0.1,22128.53,2212.85,19915.68,16079.15,3836.53,Cash,Online
O015389,2024-03-09,C0491,P0015,S003,7,57162.78,0.2,400139.46,80027.89,320111.57,246816.5,73295.07,UPI,Online
O015390,2023-09-04,C0248,P0114,S020,1,39712.17,0.0,39712.17,0.0,39712.17,31714.43,7997.74,Debit Card,Store
O015391,2025-12-09,C0786,P0077,S014,3,7612.28,0.15,22836.84,3425.53,19411.31,15948.27,3463.04,Cash,Store
O015392,2023-11-03,C0858,P0073,S022,1,57746.18,0.25,57746.18,14436.54,43309.64,35344.78,7964.86,Cash,Online
O015393,2023-07-18,C0537,P0008,S024,5,37037.97,0.0,185189.85,0.0,185189.85,138526.1,46663.75,Cash,Store
O015394,2024-08-23,C0624,P0069,S005,1,24149.0,0.25,24149.0,6037.25,18111.75,18885.79,-774.04,Debit Card,Store
O015395,2023-12-16,C0737,P0031,S025,2,39241.23,0.2,78482.46,15696.49,62785.97,47905.88,14880.09,Credit Card,Online
O015396,2024-05-12,C0407,P0013,S006,7,1589.34,0.1,11125.38,1112.54,10012.84,7903.98,2108.86,Cash,Store
O015397,2025-03-05,C0276,P0113,S014,1,23633.23,0.1,23633.23,2363.32,21269.91,18996.98,2272.93,UPI,Online
O015398,2023-03-27,C0948,P0055,S007,5,31377.99,0.1,156889.95,15689.0,141200.95,120011.5,21189.45,Debit Card,Online
O015399,2024-07-12,C0687,P0088,S023,2,55752.39,0.05,111504.78,5575.24,105929.54,85290.12,20639.42,Credit Card,Online
O015400,2023-01-24,C0025,P0055,S019,2,31377.99,0.1,62755.98,6275.6,56480.38,48004.6,8475.78,Credit Card,Store
O015401,2023-02-18,C0579,P0107,S016,1,8889.67,0.15,8889.67,1333.45,7556.22,5826.39,1729.83,Net Banking,Online
O015402,2023-04-12,C0449,P0055,S001,7,31377.99,0.2,219645.93,43929.19,175716.74,168016.1,7700.64,Net Banking,Store
O015403,2023-06-27,C0250,P0040,S001,5,7245.57,0.25,36227.85,9056.96,27170.89,28543.1,-1372.21,Net Banking,Store
O015404,2024-01-18,C0790,P0118,S015,4,18125.18,0.0,72500.72,0.0,72500.72,55788.56,16712.16,Credit Card,Online
O015405,2025-10-22,C0686,P0110,S013,5,60107.62,0.1,300538.1,30053.81,270484.29,189670.55,80813.74,Net Banking,Online
O015406,2025-09-20,C0464,P0029,S021,7,53178.63,0.15,372250.41,55837.56,316412.85,270899.72,45513.13,Debit Card,Store
O015407,2023-04-24,C0371,P0085,S012,3,61980.93,0.0,185942.79,0.0,185942.79,134968.44,50974.35,Cash,Online
O015408,2025-12-22,C0224,P0097,S023,4,15892.42,0.15,63569.68,9535.45,54034.23,53858.2,176.03,Credit Card,Store
O015409,2024-11-27,C0630,P0007,S017,2,30383.16,0.1,60766.32,6076.63,54689.69,47112.32,7577.37,UPI,Online
O015410,2024-08-29,C0856,P0118,S025,7,18125.18,0.1,126876.26,12687.63,114188.63,97629.98,16558.65,Cash,Online
O015411,2025-05-18,C0659,P0075,S006,4,12119.83,0.1,48479.32,4847.93,43631.39,31094.16,12537.23,Net Banking,Online
O015412,2024-06-14,C0012,P0059,S007,3,50073.47,0.1,150220.41,15022.04,135198.37,125479.53,9718.84,Debit Card,Store
O015413,2023-10-18,C0672,P0004,S020,3,10453.61,0.1,31360.83,3136.08,28224.75,20994.45,7230.3,Net Banking,Store
O015414,2024-08-03,C0438,P0048,S019,7,6356.96,0.1,44498.72,4449.87,40048.85,35034.93,5013.92,Net Banking,Online
O015415,2025-03-05,C0684,P0060,S008,6,41509.57,0.1,249057.42,24905.74,224151.68,208131.42,16020.26,Debit Card,Online
O015416,2025-01-18,C0380,P0074,S016,7,9219.01,0.1,64533.07,6453.31,58079.76,45663.52,12416.24,Credit Card,Online
O015417,2023-07-06,C0418,P0010,S010,7,15555.2,0.1,108886.4,10888.64,97997.76,79002.0,18995.76,Credit Card,Online
O015418,2025-10-25,C0451,P0106,S006,6,6169.68,0.0,37018.08,0.0,37018.08,25868.58,11149.5,Cash,Store
O015419,2023-11-09,C0625,P0002,S007,6,35438.99,0.05,212633.94,10631.7,202002.24,176028.84,25973.4,Credit Card,Store
O015420,2025-06-17,C0842,P0072,S008,5,19069.26,0.15,95346.3,14301.94,81044.36,58319.85,22724.51,Cash,Online
O015421,2023-12-08,C0907,P0107,S006,1,8889.67,0.1,8889.67,888.97,8000.7,5826.39,2174.31,Credit Card,Online
O015422,2023-03-11,C0177,P0094,S009,1,65163.26,0.2,65163.26,13032.65,52130.61,42750.83,9379.78,Debit Card,Online
O015423,2025-12-28,C0069,P0090,S025,5,13870.6,0.05,69353.0,3467.65,65885.35,43367.65,22517.7,Debit Card,Store
O015424,2024-10-07,C0834,P0025,S006,2,54590.07,0.05,109180.14,5459.01,103721.13,85103.86,18617.27,Cash,Online
O015425,2023-08-24,C0784,P0029,S021,6,53178.63,0.2,319071.78,63814.36,255257.42,232199.76,23057.66,Debit Card,Online
O015426,2023-01-01,C0279,P0012,S012,4,34635.8,0.25,138543.2,34635.8,103907.4,95761.16,8146.24,Debit Card,Online
O015427,2023-05-22,C0129,P0090,S011,7,13870.6,0.15,97094.2,14564.13,82530.07,60714.71,21815.36,Credit Card,Store
O015428,2023-07-06,C0126,P0118,S022,1,18125.18,0.05,18125.18,906.26,17218.92,13947.14,3271.78,Debit Card,Online
O015429,2025-10-11,C0466,P0002,S018,6,35438.99,0.0,212633.94,0.0,212633.94,176028.84,36605.1,UPI,Online
O015430,2023-07-13,C0283,P0067,S015,5,19601.26,0.15,98006.3,14700.94,83305.36,61373.95,21931.41,UPI,Online
O015431,2023-06-27,C0165,P0116,S004,7,11809.02,0.15,82663.14,12399.47,70263.67,63775.6,6488.07,Net Banking,Store
O015432,2025-07-07,C0812,P0009,S001,6,35362.09,0.25,212172.54,53043.14,159129.4,176174.22,-17044.82,Debit Card,Online
O015433,2025-08-21,C0783,P0043,S003,1,48231.87,0.1,48231.87,4823.19,43408.68,32009.61,11399.07,Net Banking,Online
O015434,2023-08-18,C0530,P0075,S024,6,12119.83,0.0,72718.98,0.0,72718.98,46641.24,26077.74,Cash,Online
O015435,2024-12-13,C0038,P0084,S004,7,8606.47,0.05,60245.29,3012.26,57233.03,50117.69,7115.34,Cash,Online
O015436,2024-08-08,C0140,P0071,S010,3,34630.81,0.15,103892.43,15583.86,88308.57,76577.07,11731.5,Debit Card,Store
O015437,2024-09-24,C0702,P0046,S007,3,31990.41,0.1,95971.23,9597.12,86374.11,82943.88,3430.23,Credit Card,Store
O015438,2023-12-08,C0376,P0116,S001,5,11809.02,0.2,59045.1,11809.02,47236.08,45554.0,1682.08,Credit Card,Store
O015439,2025-04-03,C0402,P0066,S020,3,30547.55,0.2,91642.65,18328.53,73314.12,57647.55,15666.57,Credit Card,Store
O015440,2025-08-23,C0815,P0107,S019,6,8889.67,0.05,53338.02,2666.9,50671.12,34958.34,15712.78,Credit Card,Online
O015441,2025-03-06,C0266,P0027,S009,7,58661.83,0.15,410632.81,61594.92,349037.89,293056.61,55981.28,UPI,Online
O015442,2025-09-16,C0979,P0059,S009,3,50073.47,0.15,150220.41,22533.06,127687.35,125479.53,2207.82,Net Banking,Online
O015443,2023-05-02,C0961,P0111,S014,2,2547.56,0.25,5095.12,1273.78,3821.34,3567.78,253.56,Debit Card,Online
O015444,2024-12-21,C0597,P0073,S007,3,57746.18,0.0,173238.54,0.0,173238.54,106034.34,67204.2,Cash,Online
O015445,2025-12-31,C0293,P0083,S021,3,39997.52,0.15,119992.56,17998.88,101993.68,79516.29,22477.39,Cash,Online
O015446,2024-08-10,C0989,P0082,S022,3,11137.01,0.1,33411.03,3341.1,30069.93,25472.85,4597.08,Cash,Online
O015447,2025-10-29,C0212,P0009,S025,3,35362.09,0.0,106086.27,0.0,106086.27,88087.11,17999.16,Net Banking,Online
O015448,2024-01-17,C0866,P0085,S018,6,61980.93,0.0,371885.58,0.0,371885.58,269936.88,101948.7,Credit Card,Online
O015449,2025-09-09,C0432,P0027,S025,5,58661.83,0.15,293309.15,43996.37,249312.78,209326.15,39986.63,UPI,Online
O015450,2025-10-25,C0860,P0060,S003,3,41509.57,0.05,124528.71,6226.44,118302.27,104065.71,14236.56,Net Banking,Store
O015451,2024-11-13,C0303,P0010,S012,1,15555.2,0.25,15555.2,3888.8,11666.4,11286.0,380.4,Debit Card,Online
O015452,2025-02-11,C0716,P0038,S017,5,15584.94,0.2,77924.7,15584.94,62339.76,48701.55,13638.21,Debit Card,Online
O015453,2024-07-26,C0728,P0018,S004,7,68610.63,0.15,480274.41,72041.16,408233.25,292760.58,115472.67,Cash,Online
O015454,2023-12-14,C0373,P0068,S007,5,20811.71,0.0,104058.55,0.0,104058.55,74260.9,29797.65,Credit Card,Online
O015455,2024-08-10,C0031,P0007,S023,3,30383.16,0.1,91149.48,9114.95,82034.53,70668.48,11366.05,Credit Card,Online
O015456,2025-11-20,C0299,P0085,S004,3,61980.93,0.0,185942.79,0.0,185942.79,134968.44,50974.35,Credit Card,Online
O015457,2023-01-17,C0693,P0118,S013,4,18125.18,0.05,72500.72,3625.04,68875.68,55788.56,13087.12,Debit Card,Store
O015458,2023-08-13,C0792,P0071,S008,2,34630.81,0.15,69261.62,10389.24,58872.38,51051.38,7821.0,Cash,Store
O015459,2024-07-01,C0423,P0080,S011,5,17401.68,0.05,87008.4,4350.42,82657.98,58731.45,23926.53,Debit Card,Store
