CustomerID,CustomerName,Gender,Age,City,Region,Segment
C0483,Customer 0483,Female,22,Lucknow,North,Corporate
C0484,Customer 0484,Female,25,Bhubaneswar,East,Consumer
C0485,Customer 0485,Female,64,Pune,West,Consumer
C0486,Customer 0486,Male,59,Lucknow,North,Consumer
C0487,Customer 0487,Male,25,Pune,West,Small Business
C0488,Customer 0488,Male,61,Delhi,North,Corporate
C0489,Customer 0489,Male,64,Noida,North,Corporate
C0490,Customer 0490,Female,49,Bengaluru,South,Consumer
C0491,Customer 0491,Female,24,Bhubaneswar,East,Small Business
C0492,Customer 0492,Female,35,Bhubaneswar,East,Corporate
C0493,Customer 0493,Male,57,Bhubaneswar,East,Small Business
C0494,Customer 0494,Male,44,Kochi,South,Consumer
C0495,Customer 0495,Male,20,Ranchi,East,Small Business
C0496,Customer 0496,Female,20,Kochi,South,Small Business
C0497,Customer 0497,Female,57,Hyderabad,South,Consumer
C0498,Customer 0498,Female,43,Jaipur,North,Corporate
C0499,Customer 0499,Female,54,Chandigarh,North,Consumer
C0500,Customer 0500,Female,31,Chennai,South,Consumer
C0501,Customer 0501,Male,37,Patna,East,Corporate
C0502,Customer 0502,Male,38,Kolkata,East,Consumer
C0503,Customer 0503,Female,41,Kolkata,East,Corporate
C0504,Customer 0504,Female,49,Lucknow,North,Consumer
C0505,Customer 0505,Female,52,Ahmedabad,West,Corporate
C0506,Customer 0506,Female,49,Mumbai,West,Corporate
C0507,Customer 0507,Male,47,Noida,North,Small Business
C0508,Customer 0508,Male,44,Bengaluru,South,Consumer
C0509,Customer 0509,Female,65,Noida,North,Small Business
C0510,Customer 0510,Male,65,Chennai,South,Corporate
C0511,Customer 0511,Female,53,Chandigarh,North,Small Business
C0512,Customer 0512,Female,39,Chandigarh,North,Corporate
C0513,Customer 0513,Female,26,Kolkata,East,Consumer
C0514,Customer 0514,Female,52,Pune,West,Corporate
C0515,Customer 0515,Female,36,Mysuru,South,Corporate
C0516,Customer 0516,Female,25,Patna,East,Small Business
C0517,Customer 0517,Female,52,Chennai,South,Small Business
C0518,Customer 0518,Male,27,Mumbai,West,Corporate
C0519,Customer 0519,Male,51,Ahmedabad,West,Corporate
C0520,Customer 0520,Male,30,Surat,West,Consumer
C0521,Customer 0521,Male,33,Bhubaneswar,East,Small Business
C0522,Customer 0522,Female,53,Gurugram,North,Corporate
C0523,Customer 0523,Male,60,Mumbai,West,Consumer
C0524,Customer 0524,Male,25,Bhubaneswar,East,Small Business
C0525,Customer 0525,Female,54,Ranchi,East,Consumer
C0526,Customer 0526,Female,26,Ranchi,East,Consumer
C0527,Customer 0527,Male,54,Patna,East,Consumer
C0528,Customer 0528,Male,31,Chandigarh,North,Small Business
C0529,Customer 0529,Female,53,Ranchi,East,Consumer
C0530,Customer 0530,Female,44,Indore,Central,Small Business
C0531,Customer 0531,Female,45,Kolkata,East,Corporate
C0532,Customer 0532,Male,32,Mysuru,South,Corporate
C0533,Customer 0533,Male,52,Noida,North,Small Business
C0534,Customer 0534,Male,39,Bengaluru,South,Small Business
C0535,Customer 0535,Male,43,Bengaluru,South,Corporate
C0536,Customer 0536,Female,64,Mysuru,South,Corporate
C0537,Customer 0537,Male,26,Pune,West,Small Business
C0538,Customer 0538,Female,33,Bhubaneswar,East,Consumer
C0539,Customer 0539,Female,51,Patna,East,Corporate
C0540,Customer 0540,Female,57,Ahmedabad,West,Corporate
C0541,Customer 0541,Male,37,Bhubaneswar,East,Small Business
C0542,Customer 0542,Female,33,Indore,Central,Small Business
C0543,Customer 0543,Female,19,Ranchi,East,Small Business
C0544,Customer 0544,Female,29,Indore,Central,Small Business
C0545,Customer 0545,Male,48,Gurugram,North,Corporate
C0546,Customer 0546,Male,47,Kochi,South,Corporate
C0547,Customer 0547,Male,32,Hyderabad,South,Consumer
C0548,Customer 0548,Female,35,Surat,West,Corporate
C0549,Customer 0549,Male,49,Chandigarh,North,Small Business
C0550,Customer 0550,Female,45,Chandigarh,North,Consumer
C0551,Customer 0551,Male,19,Pune,West,Corporate
C0552,Customer 0552,Female,24,Surat,West,Small Business
C0553,Customer 0553,Male,51,Jaipur,North,Small Business
C0554,Customer 0554,Male,23,Hyderabad,South,Corporate
C0555,Customer 0555,Female,31,Surat,West,Consumer
C0556,Customer 0556,Male,19,Ranchi,East,Corporate
C0557,Customer 0557,Female,60,Ahmedabad,West,Small Business
C0558,Customer 0558,Female,48,Chandigarh,North,Consumer
C0559,Customer 0559,Male,46,Ranchi,East,Small Business
C0560,Customer 0560,Male,40,Jaipur,North,Small Business
C0561,Customer 0561,Female,39,Jaipur,North,Consumer
C0562,Customer 0562,Female,45,Mysuru,South,Consumer
C0563,Customer 0563,Male,42,Lucknow,North,Corporate
C0564,Customer 0564,Female,32,Jaipur,North,Small Business
C0565,Customer 0565,Female,18,Kolkata,East,Small Business
C0566,Customer 0566,Female,19,Delhi,North,Corporate
C0567,Customer 0567,Male,50,Gurugram,North,Small Business
C0568,Customer 0568,Female,33,Gurugram,North,Consumer
C0569,Customer 0569,Male,26,Chandigarh,North,Corporate
C0570,Customer 0570,Male,35,Jaipur,North,Small Business
C0571,Customer 0571,Male,33,Kolkata,East,Small Business
C0572,Customer 0572,Female,61,Kochi,South,Small Business
C0573,Customer 0573,Male,36,Ranchi,East,Consumer
C0574,Customer 0574,Female,52,Jaipur,North,Small Business
C0575,Customer 0575,Male,28,Lucknow,North,Small Business
C0576,Customer 0576,Male,45,Chandigarh,North,Small Business
C0577,Customer 0577,Male,33,Ranchi,East,Consumer
C0578,Customer 0578,Female,31,Mumbai,West,Consumer
C0579,Customer 0579,Male,28,Bengaluru,South,Consumer
C0580,Customer 0580,Male,58,Noida,North,Small Business
C0581,Customer 0581,Male,34,Noida,North,Corporate
C0582,Customer 0582,Female,34,Mysuru,South,Consumer
C0583,Customer 0583,Male,21,Delhi,North,Small Business
C0584,Customer 0584,Female,44,Chandigarh,North,Corporate
C0585,Customer 0585,Female,20,Surat,West,Consumer
C0586,Customer 0586,Male,44,Ahmedabad,West,Small Business
C0587,Customer 0587,Male,33,Chennai,South,Small Business
C0588,Customer 0588,Female,43,Jaipur,North,Small Business
C0589,Customer 0589,Male,32,Mysuru,South,Corporate
C0590,Customer 0590,Male,48,Ahmedabad,West,Consumer
C0591,Customer 0591,Female,64,Hyderabad,South,Consumer
C0592,Customer 0592,Male,34,Kolkata,East,Consumer
C0593,Customer 0593,Male,20,Lucknow,North,Small Business
C0594,Customer 0594,Male,51,Noida,North,Small Business
C0595,Customer 0595,Male,65,Patna,East,Corporate
C0596,Customer 0596,Male,62,Lucknow,North,Corporate
C0597,Customer 0597,Female,63,Lucknow,North,Small Business
C0598,Customer 0598,Female,39,Indore,Central,Consumer
C0599,Customer 0599,Male,40,Hyderabad,South,Corporate
C0600,Customer 0600,Male,30,Ranchi,East,Small Business
C0601,Customer 0601,Female,53,Delhi,North,Corporate
C0602,Customer 0602,Female,35,Pune,West,Small Business
C0603,Customer 0603,Male,43,Surat,West,Consumer
C0604,Customer 0604,Female,35,Ranchi,East,Corporate
C0605,Customer 0605,Male,31,Hyderabad,South,Corporate
C0606,Customer 0606,Female,22,Chandigarh,North,Small Business
C0607,Customer 0607,Female,25,Mumbai,West,Corporate
C0608,Customer 0608,Male,24,Kolkata,East,Corporate
C0609,Customer 0609,Male,39,Lucknow,North,Corporate
C0610,Customer 0610,Female,58,Hyderabad,South,Consumer
C0611,Customer 0611,Male,18,Pune,West,Consumer
C0612,Customer 0612,Female,55,Chennai,South,Corporate
C0613,Customer 0613,Male,58,Kolkata,East,Small Business
C0614,Customer 0614,Male,57,Noida,North,Corporate
C0615,Customer 0615,Female,40,Bhubaneswar,East,Consumer
C0616,Customer 0616,Male,40,Mumbai,West,Corporate
C0617,Customer 0617,Male,32,Surat,West,Small Business
C0618,Customer 0618,Male,60,Delhi,North,Consumer
C0619,Customer 0619,Male,23,Ahmedabad,West,Corporate
C0620,Customer 0620,Male,21,Bengaluru,South,Consumer
C0621,Customer 0621,Female,26,Kochi,South,Consumer
C0622,Customer 0622,Male,29,Mumbai,West,Consumer
C0623,Customer 0623,Male,34,Bengaluru,South,Consumer
C0624,Customer 0624,Female,38,Ranchi,East,Consumer
C0625,Customer 0625,Female,19,Bhubaneswar,East,Small Business
C0626,Customer 0626,Male,54,Kochi,South,Consumer
C0627,Customer 0627,Male,40,Noida,North,Corporate
C0628,Customer 0628,Male,27,Ahmedabad,West,Small Business
C0629,Customer 0629,Female,22,Indore,Central,Small Business
C0630,Customer 0630,Female,24,Kochi,South,Small Business
C0631,Customer 0631,Male,28,Ahmedabad,West,Corporate
C0632,Customer 0632,Male,40,Noida,North,Small Business
C0633,Customer 0633,Female,61,Noida,North,Small Business
C0634,Customer 0634,Male,56,Ranchi,East,Small Business
C0635,Customer 0635,Male,43,Mumbai,West,Corporate
C0636,Customer 0636,Female,63,Chandigarh,North,Corporate
C0637,Customer 0637,Male,56,Bhubaneswar,East,Corporate
C0638,Customer 0638,Male,49,Surat,West,Consumer
C0639,Customer 0639,Male,65,Jaipur,North,Consumer
C0640,Customer 0640,Female,19,Kolkata,East,Corporate
C0641,Customer 0641,Male,50,Chennai,South,Corporate
C0642,Customer 0642,Male,56,Ahmedabad,West,Corporate
C0643,Customer 0643,Female,56,Pune,West,Small Business
C0644,Customer 0644,Male,55,Mysuru,South,Consumer
C0645,Customer 0645,Male,64,Chandigarh,North,Corporate
C0646,Customer 0646,Male,31,Pune,West,Corporate
C0647,Customer 0647,Female,35,Pune,West,Consumer
C0648,Customer 0648,Male,21,Indore,Central,Corporate
C0649,Customer 0649,Male,32,Bengaluru,South,Consumer
C0650,Customer 0650,Female,64,Bengaluru,South,Corporate
C0651,Customer 0651,Male,55,Patna,East,Corporate
C0652,Customer 0652,Female,43,Kolkata,East,Consumer
C0653,Customer 0653,Female,64,Bengaluru,South,Small Business
C0654,Customer 0654,Female,23,Lucknow,North,Small Business
C0655,Customer 0655,Male,49,Indore,Central,Small Business
C0656,Customer 0656,Male,22,Bhubaneswar,East,Small Business
C0657,Customer 0657,Female,64,Ranchi,East,Consumer
C0658,Customer 0658,Male,62,Hyderabad,South,Small Business
C0659,Customer 0659,Female,21,Ranchi,East,Consumer
C0660,Customer 0660,Female,25,Mumbai,West,Small Business
C0661,Customer 0661,Male,27,Jaipur,North,Corporate
C0662,Customer 0662,Male,45,Surat,West,Small Business
C0663,Customer 0663,Male,60,Ranchi,East,Small Business
C0664,Customer 0664,Male,58,Indore,Central,Corporate
C0665,Customer 0665,Male,50,Noida,North,Consumer
C0666,Customer 0666,Female,25,Ahmedabad,West,Corporate
C0667,Customer 0667,Female,29,Jaipur,North,Small Business
C0668,Customer 0668,Female,56,Noida,North,Small Business
C0669,Customer 0669,Male,62,Patna,East,Corporate
C0670,Customer 0670,Female,45,Indore,Central,Corporate
C0671,Customer 0671,Male,36,Gurugram,North,Small Business
C0672,Customer 0672,Male,29,Bengaluru,South,Corporate
C0673,Customer 0673,Female,53,Hyderabad,South,Corporate
C0674,Customer 0674,Male,62,Ranchi,East,Corporate
C0675,Customer 0675,Male,24,Gurugram,North,Consumer
C0676,Customer 0676,Female,28,Patna,East,Small Business
C0677,Customer 0677,Male,51,Noida,North,Consumer
C0678,Customer 0678,Female,21,Mysuru,South,Consumer
C0679,Customer 0679,Female,42,Ranchi,East,Corporate
C0680,Customer 0680,Female,45,Ahmedabad,West,Consumer
C0681,Customer 0681,Female,23,Hyderabad,South,Corporate
C0682,Customer 0682,Female,24,Kolkata,East,Consumer
C0683,Customer 0683,Male,64,Chennai,South,Corporate
C0684,Customer 0684,Male,39,Ranchi,East,Consumer
C0685,Customer 0685,Male,41,Chennai,South,Corporate
C0686,Customer 0686,Male,42,Lucknow,North,Small Business
C0687,Customer 0687,Male,28,Lucknow,North,Small Business
C0688,Customer 0688,Female,29,Ahmedabad,West,Consumer
C0689,Customer 0689,Female,65,Chennai,South,Small Business
C0690,Customer 0690,Female,35,Patna,East,Corporate
C0691,Customer 0691,Male,35,Gurugram,North,Consumer
C0692,Customer 0692,Female,35,Jaipur,North,Small Business
C0693,Customer 0693,Female,49,Surat,West,Consumer
C0694,Customer 0694,Female,44,Jaipur,North,Consumer
C0695,Customer 0695,Female,36,Bengaluru,South,Consumer
C0696,Customer 0696,Female,54,Mumbai,West,Small Business
C0697,Customer 0697,Male,31,Ranchi,East,Consumer
C0698,Customer 0698,Female,62,Delhi,North,Consumer
C0699,Customer 0699,Female,21,Mysuru,South,Small Business
C0700,Customer 0700,Female,51,Patna,East,Corporate
C0701,Customer 0701,Male,65,Kolkata,East,Consumer
C0702,Customer 0702,Female,31,Lucknow,North,Consumer
C0703,Customer 0703,Male,42,Kolkata,East,Consumer
C0704,Customer 0704,Female,27,Lucknow,North,Consumer
C0705,Customer 0705,Female,24,Kochi,South,Small Business
C0706,Customer 0706,Female,24,Bengaluru,South,Small Business
C0707,Customer 0707,Female,35,Hyderabad,South,Small Business
C0708,Customer 0708,Male,62,Hyderabad,South,Small Business
C0709,Customer 0709,Female,36,Mumbai,West,Corporate
C0710,Customer 0710,Female,28,Indore,Central,Small Business
C0711,Customer 0711,Female,54,Ahmedabad,West,Corporate
C0712,Customer 0712,Male,59,Surat,West,Corporate
C0713,Customer 0713,Male,27,Chandigarh,North,Corporate
C0714,Customer 0714,Male,52,Gurugram,North,Consumer
C0715,Customer 0715,Female,52,Chennai,South,Corporate
C0716,Customer 0716,Female,58,Lucknow,North,Corporate
C0717,Customer 0717,Male,33,Noida,North,Consumer
C0718,Customer 0718,Male,31,Patna,East,Small Business
C0719,Customer 0719,Male,36,Bhubaneswar,East,Corporate
C0720,Customer 0720,Female,59,Kochi,South,Small Business
C0721,Customer 0721,Male,45,Delhi,North,Consumer
C0722,Customer 0722,Male,62,Pune,West,Consumer
C0723,Customer 0723,Male,25,Gurugram,North,Corporate
C0724,Customer 0724,Female,30,Pune,West,Corporate
C0725,Customer 0725,Female,56,Kochi,South,Consumer
C0726,Customer 0726,Female,59,Bengaluru,South,Corporate
C0727,Customer 0727,Female,47,Kochi,South,Small Business
C0728,Customer 0728,Male,23,Gurugram,North,Consumer
C0729,Customer 0729,Male,37,Surat,West,Corporate
C0730,Customer 0730,Female,58,Hyderabad,South,Corporate
C0731,Customer 0731,Female,23,Mumbai,West,Corporate
C0732,Customer 0732,Male,47,Ahmedabad,West,Consumer
C0733,Customer 0733,Female,26,Lucknow,North,Small Business
C0734,Customer 0734,Male,56,Lucknow,North,Consumer
C0735,Customer 0735,Female,61,Kolkata,East,Consumer
C0736,Customer 0736,Female,54,Mysuru,South,Consumer
C0737,Customer 0737,Male,46,Bhubaneswar,East,Corporate
C0738,Customer 0738,Female,19,Bengaluru,South,Corporate
C0739,Customer 0739,Male,31,Ranchi,East,Small Business
C0740,Customer 0740,Male,42,Noida,North,Corporate
C0741,Customer 0741,Male,64,Ranchi,East,Consumer
C0742,Customer 0742,Female,29,Mysuru,South,Consumer
C0743,Customer 0743,Female,47,Mysuru,South,Consumer
C0744,Customer 0744,Female,18,Chennai,South,Corporate
C0745,Customer 0745,Female,31,Surat,West,Corporate
C0746,Customer 0746,Male,56,Mysuru,South,Small Business
C0747,Customer 0747,Female,53,Mysuru,South,Small Business
C0748,Customer 0748,Male,39,Ranchi,East,Corporate
C0749,Customer 0749,Female,54,Lucknow,North,Corporate
C0750,Customer 0750,Male,38,Mumbai,West,Corporate
C0751,Customer 0751,Female,62,Kolkata,East,Small Business
C0752,Customer 0752,Male,46,Mysuru,South,Corporate
C0753,Customer 0753,Female,35,Hyderabad,South,Corporate
C0754,Customer 0754,Female,41,Delhi,North,Corporate
C0755,Customer 0755,Male,46,Bengaluru,South,Small Business
C0756,Customer 0756,Male,36,Mumbai,West,Consumer
C0757,Customer 0757,Female,23,Pune,West,Small Business
C0758,Customer 0758,Female,53,Jaipur,North,Consumer
C0759,Customer 0759,Male,22,Chennai,South,Small Business
C0760,Customer 0760,Male,31,Bhubaneswar,East,Consumer
C0761,Customer 0761,Male,33,Pune,West,Corporate
C0762,Customer 0762,Female,52,Lucknow,North,Small Business
C0763,Customer 0763,Female,58,Lucknow,North,Consumer
C0764,Customer 0764,Male,55,Kolkata,East,Corporate
C0765,Customer 0765,Male,36,Bhubaneswar,East,Consumer
C0766,Customer 0766,Male,36,Jaipur,North,Consumer
C0767,Customer 0767,Female,57,Mysuru,South,Small Business
C0768,Customer 0768,Male,38,Gurugram,North,Corporate
C0769,Customer 0769,Female,45,Jaipur,North,Small Business
C0770,Customer 0770,Female,27,Gurugram,North,Corporate
C0771,Customer 0771,Female,31,Ahmedabad,West,Consumer
C0772,Customer 0772,Male,26,Mumbai,West,Consumer
C0773,Customer 0773,Male,34,Jaipur,North,Corporate
C0774,Customer 0774,Male,61,Mysuru,South,Small Business
C0775,Customer 0775,Male,26,Lucknow,North,Consumer
C0776,Customer 0776,Male,18,Pune,West,Corporate
C0777,Customer 0777,Male,59,Mysuru,South,Corporate
C0778,Customer 0778,Male,43,Ranchi,East,Small Business
C0779,Customer 0779,Female,35,Noida,North,Corporate
C0780,Customer 0780,Female,19,Hyderabad,South,Small Business
C0781,Customer 0781,Female,40,Hyderabad,South,Corporate
C0782,Customer 0782,Female,57,Ahmedabad,West,Small Business
C0783,Customer 0783,Female,35,Bengaluru,South,Corporate
C0784,Customer 0784,Male,52,Kolkata,East,Consumer
C0785,Customer 0785,Male,40,Chennai,South,Corporate
C0786,Customer 0786,Male,39,Surat,West,Corporate
C0787,Customer 0787,Female,48,Kolkata,East,Small Business
C0788,Customer 0788,Male,52,Indore,Central,Consumer
C0789,Customer 0789,Female,21,Lucknow,North,Small Business
C0790,Customer 0790,Female,50,Kolkata,East,Small Business
C0791,Customer 0791,Female,25,Gurugram,North,Consumer
C0792,Customer 0792,Male,53,Gurugram,North,Consumer
C0793,Customer 0793,Female,48,Bhubaneswar,East,Small Business
C0794,Customer 0794,Male,65,Ahmedabad,West,Corporate
C0795,Customer 0795,Male,28,Hyderabad,South,Consumer
C0796,Customer 0796,Male,53,Jaipur,North,Consumer
C0797,Customer 0797,Female,54,Hyderabad,South,Corporate
C0798,Customer 0798,Female,18,Noida,North,Small Business
C0799,Customer 0799,Male,53,Kochi,South,Consumer
C0800,Customer 0800,Female,64,Jaipur,North,Consumer
C0801,Customer 0801,Female,54,Ranchi,East,Consumer
C0802,Customer 0802,Female,65,Chandigarh,North,Small Business
C0803,Customer 0803,Male,64,Ahmedabad,West,Consumer
C0804,Customer 0804,Female,44,Mumbai,West,Consumer
C0805,Customer 0805,Male,65,Delhi,North,Corporate
C0806,Customer 0806,Male,55,Kochi,South,Small Business
C0807,Customer 0807,Female,45,Hyderabad,South,Corporate
C0808,Customer 0808,Female,58,Mysuru,South,Consumer
C0809,Customer 0809,Male,45,Kochi,South,Corporate
C0810,Customer 0810,Female,60,Pune,West,Consumer
C0811,Customer 0811,Male,61,Jaipur,North,Corporate
C0812,Customer 0812,Female,54,Mysuru,South,Consumer
C0813,Customer 0813,Male,34,Gurugram,North,Small Business
C0814,Customer 0814,Male,29,Lucknow,North,Consumer
C0815,Customer 0815,Male,45,Lucknow,North,Corporate
C0816,Customer 0816,Male,53,Ahmedabad,West,Small Business
C0817,Customer 0817,Female,53,Bengaluru,South,Small Business
C0818,Customer 0818,Female,25,Gurugram,North,Corporate
C0819,Customer 0819,Male,29,Kochi,South,Small Business
C0820,Customer 0820,Male,65,Noida,North,Small Business
C0821,Customer 0821,Female,64,Noida,North,Consumer
C0822,Customer 0822,Male,24,Ahmedabad,West,Consumer
C0823,Customer 0823,Male,37,Lucknow,North,Corporate
C0824,Customer 0824,Male,27,Jaipur,North,Small Business
C0825,Customer 0825,Female,43,Jaipur,North,Small Business
C0826,Customer 0826,Male,46,Hyderabad,South,Consumer
C0827,Customer 0827,Male,31,Gurugram,North,Consumer
C0828,Customer 0828,Female,42,Delhi,North,Corporate
C0829,Customer 0829,Male,37,Ranchi,East,Small Business
C0830,Customer 0830,Male,30,Hyderabad,South,Consumer
C0831,Customer 0831,Male,55,Noida,North,Corporate
C0832,Customer 0832,Female,25,Ahmedabad,West,Consumer
C0833,Customer 0833,Female,47,Pune,West,Small Business
C0834,Customer 0834,Female,21,Jaipur,North,Consumer
C0835,Customer 0835,Male,59,Bengaluru,South,Small Business
C0836,Customer 0836,Male,22,Bengaluru,South,Corporate
C0837,Customer 0837,Female,46,Bengaluru,South,Consumer
C0838,Customer 0838,Female,25,Gurugram,North,Small Business
C0839,Customer 0839,Female,64,Gurugram,North,Corporate
C0840,Customer 0840,Female,26,Noida,North,Corporate
C0841,Customer 0841,Female,20,Indore,Central,Small Business
C0842,Customer 0842,Female,47,Lucknow,North,Consumer
C0843,Customer 0843,Male,65,Ahmedabad,West,Consumer
C0844,Customer 0844,Female,50,Mumbai,West,Corporate
C0845,Customer 0845,Female,59,Bengaluru,South,Corporate
C0846,Customer 0846,Female,64,Bhubaneswar,East,Small Business
C0847,Customer 0847,Male,55,Kolkata,East,Small Business
C0848,Customer 0848,Female,30,Chandigarh,North,Corporate
C0849,Customer 0849,Male,34,Kolkata,East,Small Business
C0850,Customer 0850,Female,18,Surat,West,Small Business
C0851,Customer 0851,Female,25,Bhubaneswar,East,Small Business
C0852,Customer 0852,Male,35,Pune,West,Corporate
C0853,Customer 0853,Male,21,Kochi,South,Small Business
C0854,Customer 0854,Male,46,Jaipur,North,Corporate
C0855,Customer 0855,Female,22,Hyderabad,South,Consumer
C0856,Customer 0856,Female,46,Bengaluru,South,Corporate
C0857,Customer 0857,Female,41,Hyderabad,South,Small Business
C0858,Customer 0858,Male,29,Kolkata,East,Small Business
C0859,Customer 0859,Male,29,Jaipur,North,Corporate
C0860,Customer 0860,Female,62,Chandigarh,North,Small Business
C0861,Customer 0861,Male,39,Ranchi,East,Consumer
C0862,Customer 0862,Female,33,Ranchi,East,Corporate
C0863,Customer 0863,Male,40,Hyderabad,South,Consumer
C0864,Customer 0864,Male,57,Surat,West,Small Business
C0865,Customer 0865,Male,58,Kolkata,East,Corporate
C0866,Customer 0866,Female,59,Ahmedabad,West,Consumer
C0867,Customer 0867,Female,43,Pune,West,Consumer
C0868,Customer 0868,Female,28,Bengaluru,South,Small Business
C0869,Customer 0869,Female,32,Mysuru,South,Consumer
C0870,Customer 0870,Female,37,Bengaluru,South,Small Business
C0871,Customer 0871,Male,56,Kolkata,East,Consumer
C0872,Customer 0872,Male,34,Ahmedabad,West,Small Business
C0873,Customer 0873,Female,23,Ahmedabad,West,Corporate
C0874,Customer 0874,Female,62,Pune,West,Corporate
C0875,Customer 0875,Male,23,Gurugram,North,Corporate
C0876,Customer 0876,Female,32,Noida,North,Consumer
C0877,Customer 0877,Female,58,Delhi,North,Small Business
C0878,Customer 0878,Male,64,Noida,North,Corporate
C0879,Customer 0879,Male,30,Gurugram,North,Small Business
C0880,Customer 0880,Female,50,Lucknow,North,Small Business
C0881,Customer 0881,Male,57,Bhubaneswar,East,Consumer
C0882,Customer 0882,Male,24,Chandigarh,North,Consumer
C0883,Customer 0883,Male,36,Lucknow,North,Consumer
C0884,Customer 0884,Female,22,Noida,North,Consumer
C0885,Customer 0885,Male,43,Delhi,North,Small Business
C0886,Customer 0886,Female,22,Mysuru,South,Small Business
C0887,Customer 0887,Female,37,Delhi,North,Small Business
C0888,Customer 0888,Female,39,Mumbai,West,Corporate
C0889,Customer 0889,Female,37,Ranchi,East,Corporate
C0890,Customer 0890,Male,26,Mysuru,South,Corporate
C0891,Customer 0891,Male,38,Noida,North,Small Business
C0892,Customer 0892,Male,38,Kolkata,East,Consumer
C0893,Customer 0893,Male,56,Kolkata,East,Small Business
C0894,Customer 0894,Male,63,Kochi,South,Small Business
C0895,Customer 0895,Female,60,Hyderabad,South,Consumer
C0896,Customer 0896,Female,27,Patna,East,Consumer
C0897,Customer 0897,Male,39,Kolkata,East,Small Business
C0898,Customer 0898,Female,23,Kochi,South,Consumer
C0899,Customer 0899,Female,29,Indore,Central,Consumer
C0900,Customer 0900,Female,31,Mumbai,West,Corporate
C0901,Customer 0901,Female,25,Ahmedabad,West,Corporate
C0902,Customer 0902,Male,33,Ranchi,East,Small Business
C0903,Customer 0903,Female,44,Hyderabad,South,Small Business
C0904,Customer 0904,Male,54,Hyderabad,South,Corporate
C0905,Customer 0905,Male,38,Noida,North,Consumer
C0906,Customer 0906,Male,33,Indore,Central,Corporate
C0907,Customer 0907,Female,55,Bhubaneswar,East,Consumer
C0908,Customer 0908,Female,40,Bhubaneswar,East,Corporate
C0909,Customer 0909,Female,64,Delhi,North,Corporate
C0910,Customer 0910,Male,21,Bengaluru,South,Corporate
C0911,Customer 0911,Female,62,Mysuru,South,Corporate
C0912,Customer 0912,Female,48,Indore,Central,Corporate
C0913,Customer 0913,Female,23,Indore,Central,Consumer
C0914,Customer 0914,Female,50,Ahmedabad,West,Corporate
C0915,Customer 0915,Female,34,Bengaluru,South,Corporate
C0916,Customer 0916,Male,64,Chennai,South,Small Business
C0917,Customer 0917,Male,46,Bengaluru,South,Consumer
C0918,Customer 0918,Male,24,Ahmedabad,West,Consumer
C0919,Customer 0919,Male,49,Chennai,South,Corporate
C0920,Customer 0920,Female,43,Pune,West,Small Business
C0921,Customer 0921,Male,28,Mysuru,South,Corporate
C0922,Customer 0922,Male,23,Indore,Central,Small Business
C0923,Customer 0923,Male,37,Indore,Central,Corporate
C0924,Customer 0924,Male,36,Lucknow,North,Corporate
C0925,Customer 0925,Male,31,Mumbai,West,Small Business
C0926,Customer 0926,Male,29,Lucknow,North,Small Business
C0927,Customer 0927,Female,25,Ranchi,East,Small Business
C0928,Customer 0928,Female,35,Surat,West,Small Business
C0929,Customer 0929,Male,52,Bhubaneswar,East,Consumer
C0930,Customer 0930,Male,50,Mumbai,West,Consumer
C0931,Customer 0931,Female,54,Hyderabad,South,Small Business
C0932,Customer 0932,Female,23,Delhi,North,Corporate
C0933,Customer 0933,Female,52,Mumbai,West,Small Business
C0934,Customer 0934,Female,33,Ahmedabad,West,Consumer
C0935,Customer 0935,Female,50,Pune,West,Small Business
C0936,Customer 0936,Male,63,Jaipur,North,Corporate
C0937,Customer 0937,Female,39,Jaipur,North,Small Business
C0938,Customer 0938,Female,45,Ranchi,East,Small Business
C0939,Customer 0939,Male,19,Indore,Central,Consumer
C0940,Customer 0940,Female,21,Hyderabad,South,Corporate
C0941,Customer 0941,Female,45,Lucknow,North,Corporate
C0942,Customer 0942,Male,50,Ahmedabad,West,Small Business
C0943,Customer 0943,Male,38,Bhubaneswar,East,Consumer
C0944,Customer 0944,Male,38,Bengaluru,South,Consumer
C0945,Customer 0945,Female,65,Bengaluru,South,Corporate
C0946,Customer 0946,Male,23,Noida,North,Small Business
C0947,Customer 0947,Female,26,Indore,Central,Consumer
C0948,Customer 0948,Male,23,Indore,Central,Consumer
C0949,Customer 0949,Female,60,Chandigarh,North,Consumer
C0950,Customer 0950,Male,18,Kochi,South,Consumer
C0951,Customer 0951,Female,56,Ranchi,East,Consumer
C0952,Customer 0952,Female,22,Delhi,North,Consumer
C0953,Customer 0953,Female,28,Bengaluru,South,Corporate
C0954,Customer 0954,Male,36,Kochi,South,Consumer
C0955,Customer 0955,Female,48,Surat,West,Small Business
C0956,Customer 0956,Male,44,Gurugram,North,Consumer
C0957,Customer 0957,Female,34,Chennai,South,Corporate
C0958,Customer 0958,Male,61,Kochi,South,Consumer
C0959,Customer 0959,Female,24,Bhubaneswar,East,Small Business
C0960,Customer 0960,Female,64,Lucknow,North,Small Business
C0961,Customer 0961,Male,44,Patna,East,Consumer
C0962,Customer 0962,Male,55,Ranchi,East,Corporate
C0963,Customer 0963,Male,53,Mysuru,South,Consumer
C0964,Customer 0964,Male,41,Gurugram,North,Small Business
