OrderID,ReturnDate,ReturnReason
O023850,2024-12-20,Damaged
O023854,2025-11-25,Quality Issue
O023855,2023-01-12,Damaged
O023875,2024-05-20,Wrong Product
O023876,2023-04-25,Late Delivery
O023884,2023-02-28,Quality Issue
O023903,2023-03-27,Quality Issue
O023915,2024-08-27,Late Delivery
O023952,2024-05-30,Late Delivery
O023955,2024-02-19,Wrong Product
O023978,2025-04-14,Wrong Product
O023985,2025-10-29,Wrong Product
O023986,2024-08-16,Wrong Product
O024009,2024-11-16,Late Delivery
O024031,2023-07-21,Quality Issue
O024038,2023-03-11,Wrong Product
O024044,2025-07-22,Late Delivery
O024054,2025-10-17,Late Delivery
O024062,2023-06-19,Quality Issue
O024078,2023-04-16,Customer Changed Mind
O024098,2025-10-26,Customer Changed Mind
O024106,2024-07-13,Customer Changed Mind
O024140,2025-04-11,Damaged
O024200,2023-01-12,Quality Issue
O024221,2024-04-03,Damaged
O024227,2024-05-02,Damaged
O024240,2024-06-27,Customer Changed Mind
O024249,2023-06-12,Quality Issue
O024252,2025-09-21,Customer Changed Mind
O024269,2025-02-20,Late Delivery
O024281,2023-04-13,Wrong Product
O024284,2024-03-21,Damaged
O024287,2023-09-01,Customer Changed Mind
O024302,2024-03-24,Quality Issue
O024304,2023-03-03,Customer Changed Mind
O024325,2024-03-26,Quality Issue
O024326,2023-03-14,Wrong Product
O024329,2024-05-13,Late Delivery
O024330,2024-06-07,Damaged
O024339,2025-01-12,Late Delivery
O024371,2023-09-28,Damaged
O024373,2024-06-05,Quality Issue
O024378,2024-08-01,Customer Changed Mind
O024382,2025-09-28,Quality Issue
O024386,2025-07-18,Damaged
O024403,2024-11-29,Wrong Product
O024416,2025-08-28,Quality Issue
O024421,2023-08-10,Late Delivery
O024428,2024-11-13,Wrong Product
O024430,2024-12-31,Damaged
O024440,2025-03-11,Customer Changed Mind
O024454,2025-06-29,Wrong Product
O024462,2025-03-02,Quality Issue
O024471,2023-02-22,Wrong Product
O024473,2023-04-12,Customer Changed Mind
O024508,2023-02-14,Quality Issue
O024539,2023-12-28,Customer Changed Mind
O024553,2024-12-13,Customer Changed Mind
O024581,2024-09-17,Quality Issue
O024590,2023-10-26,Wrong Product
O024594,2025-03-21,Wrong Product
O024611,2025-02-24,Customer Changed Mind
O024622,2023-12-30,Late Delivery
O024635,2024-06-09,Wrong Product
O024687,2023-05-10,Quality Issue
O024692,2023-10-22,Damaged
O024701,2025-05-30,Damaged
O024710,2025-11-12,Damaged
O024739,2025-05-27,Customer Changed Mind
O024746,2024-02-17,Late Delivery
O024794,2024-12-15,Wrong Product
O024797,2023-07-28,Late Delivery
O024800,2023-12-12,Late Delivery
O024807,2023-02-20,Damaged
O024822,2025-08-24,Late Delivery
O024846,2023-10-26,Quality Issue
O024857,2024-11-19,Damaged
O024862,2023-12-01,Damaged
O024976,2024-01-15,Late Delivery
O024987,2025-03-21,Quality Issue
O024988,2025-07-22,Wrong Product
O024995,2023-01-21,Late Delivery
O025004,2023-08-13,Customer Changed Mind
O025006,2024-03-31,Damaged
O025017,2023-02-22,Late Delivery
O025036,2025-09-24,Quality Issue
O025045,2025-09-15,Customer Changed Mind
O025066,2023-04-03,Customer Changed Mind
O025069,2023-08-24,Wrong Product
O025102,2026-01-05,Damaged
O025118,2024-09-27,Customer Changed Mind
O025139,2025-04-30,Wrong Product
O025142,2023-05-20,Customer Changed Mind
O025145,2025-05-07,Customer Changed Mind
O025146,2024-04-02,Damaged
O025161,2023-07-08,Late Delivery
O025162,2024-03-10,Customer Changed Mind
O025169,2023-03-19,Customer Changed Mind
O025181,2023-04-23,Quality Issue
O025186,2025-04-15,Wrong Product
O025191,2023-04-26,Damaged
O025207,2023-09-05,Late Delivery
O025213,2025-06-20,Quality Issue
O025262,2025-05-22,Wrong Product
O025267,2024-05-07,Customer Changed Mind
O025295,2023-11-08,Customer Changed Mind
O025303,2025-12-17,Late Delivery
O025306,2023-03-26,Quality Issue
O025325,2023-04-18,Customer Changed Mind
O025347,2025-07-05,Damaged
O025365,2025-04-30,Damaged
O025379,2023-04-29,Customer Changed Mind
O025384,2024-09-13,Late Delivery
O025433,2025-01-06,Customer Changed Mind
O025435,2024-10-17,Late Delivery
O025436,2024-02-08,Late Delivery
O025443,2023-08-26,Damaged
O025445,2025-07-29,Late Delivery
O025493,2025-09-03,Quality Issue
O025506,2023-08-15,Quality Issue
O025525,2024-09-27,Late Delivery
O025533,2024-11-25,Wrong Product
O025547,2025-07-04,Wrong Product
O025571,2024-11-08,Wrong Product
O025574,2023-02-16,Quality Issue
O025578,2023-09-29,Customer Changed Mind
O025579,2024-03-14,Damaged
O025594,2025-10-26,Customer Changed Mind
O025631,2023-07-24,Quality Issue
O025632,2025-06-26,Late Delivery
O025635,2024-04-08,Wrong Product
O025636,2024-03-15,Damaged
O025641,2025-05-23,Damaged
O025645,2024-09-16,Customer Changed Mind
O025658,2024-11-25,Quality Issue
O025663,2024-05-14,Late Delivery
O025682,2025-10-20,Customer Changed Mind
O025695,2023-06-22,Damaged
O025715,2025-01-10,Customer Changed Mind
O025720,2025-02-12,Customer Changed Mind
O025753,2023-09-02,Quality Issue
O025771,2023-04-15,Late Delivery
O025803,2025-01-16,Late Delivery
O025819,2024-12-14,Late Delivery
O025842,2024-06-03,Wrong Product
O025845,2023-02-25,Damaged
O025878,2025-06-10,Wrong Product
O025880,2025-09-06,Quality Issue
O025938,2025-06-13,Wrong Product
O025959,2023-04-13,Damaged
O025969,2023-05-07,Late Delivery
O025977,2023-05-21,Customer Changed Mind
O025979,2023-08-14,Wrong Product
O025980,2024-10-15,Late Delivery
O025987,2025-01-17,Customer Changed Mind
O025988,2024-08-07,Wrong Product
O026001,2024-02-11,Damaged
O026015,2023-04-20,Late Delivery
O026030,2025-07-02,Wrong Product
O026034,2025-12-06,Customer Changed Mind
O026057,2023-08-24,Late Delivery
O026091,2023-12-10,Damaged
O026116,2023-05-10,Late Delivery
O026118,2024-07-08,Quality Issue
O026149,2023-09-15,Quality Issue
O026156,2024-12-27,Customer Changed Mind
O026165,2023-09-07,Late Delivery
O026168,2023-04-21,Customer Changed Mind
O026175,2023-11-04,Late Delivery
O026199,2025-02-27,Damaged
O026218,2024-05-13,Wrong Product
O026250,2023-05-05,Customer Changed Mind
O026259,2025-10-31,Quality Issue
O026267,2024-01-25,Wrong Product
O026276,2023-12-26,Damaged
O026280,2023-06-08,Wrong Product
O026286,2025-04-07,Quality Issue
O026289,2025-05-05,Wrong Product
O026313,2023-05-30,Customer Changed Mind
O026317,2023-09-05,Customer Changed Mind
O026340,2023-02-21,Damaged
O026343,2023-05-22,Customer Changed Mind
O026369,2025-03-06,Quality Issue
O026385,2023-07-19,Wrong Product
O026387,2025-05-31,Damaged
O026400,2025-08-26,Customer Changed Mind
O026442,2025-09-20,Quality Issue
O026471,2024-01-30,Damaged
O026473,2025-04-07,Damaged
O026525,2024-07-23,Damaged
O026532,2023-03-13,Wrong Product
O026586,2025-08-07,Customer Changed Mind
O026587,2024-04-22,Late Delivery
O026592,2025-11-03,Wrong Product
O026598,2024-12-19,Damaged
O026607,2025-04-07,Damaged
O026613,2023-08-23,Late Delivery
O026625,2023-02-19,Quality Issue
O026660,2024-04-05,Damaged
O026661,2024-01-17,Late Delivery
O026663,2023-01-16,Customer Changed Mind
O026673,2024-10-30,Damaged
O026674,2024-09-13,Customer Changed Mind
O026678,2023-08-23,Damaged
O026681,2025-08-08,Customer Changed Mind
O026682,2025-06-29,Wrong Product
O026686,2024-01-12,Wrong Product
O026688,2024-08-18,Damaged
O026692,2025-08-26,Damaged
O026698,2023-05-25,Wrong Product
O026714,2025-09-27,Damaged
O026721,2024-11-30,Late Delivery
O026747,2023-11-08,Damaged
O026750,2025-07-02,Customer Changed Mind
O026754,2023-09-21,Wrong Product
O026755,2025-12-08,Damaged
O026766,2024-11-13,Quality Issue
O026773,2024-11-13,Wrong Product
O026778,2023-12-31,Wrong Product
O026787,2023-04-30,Late Delivery
O026811,2025-07-04,Customer Changed Mind
O026812,2023-02-19,Quality Issue
O026815,2025-01-09,Late Delivery
O026822,2025-11-03,Customer Changed Mind
O026826,2023-11-08,Quality Issue
O026865,2023-04-01,Wrong Product
O026866,2024-12-13,Customer Changed Mind
O026868,2024-02-13,Late Delivery
O026893,2025-02-28,Quality Issue
O026916,2024-12-08,Wrong Product
O026938,2023-09-29,Customer Changed Mind
O026944,2023-07-02,Late Delivery
O026953,2024-06-23,Wrong Product
O026955,2025-05-15,Quality Issue
O026967,2025-01-23,Quality Issue
O026980,2023-10-19,Customer Changed Mind
O026993,2023-03-06,Damaged
O027001,2024-01-04,Customer Changed Mind
O027005,2023-04-14,Quality Issue
O027017,2025-04-28,Damaged
O027023,2024-10-28,Customer Changed Mind
O027040,2025-05-25,Customer Changed Mind
O027060,2023-01-09,Wrong Product
O027075,2025-11-01,Damaged
O027080,2023-07-19,Damaged
O027092,2023-05-23,Damaged
O027123,2025-01-01,Wrong Product
O027136,2023-09-23,Customer Changed Mind
O027139,2024-04-17,Damaged
O027147,2024-11-11,Wrong Product
O027153,2025-11-13,Late Delivery
O027155,2023-05-04,Wrong Product
O027166,2023-06-09,Customer Changed Mind
O027171,2023-08-02,Customer Changed Mind
O027173,2023-03-07,Quality Issue
O027193,2024-02-29,Customer Changed Mind
O027207,2023-03-09,Damaged
O027233,2024-03-04,Wrong Product
O027235,2023-07-11,Wrong Product
O027269,2023-01-20,Damaged
O027293,2023-11-11,Late Delivery
O027295,2023-05-29,Wrong Product
O027309,2024-09-12,Late Delivery
O027327,2024-11-21,Customer Changed Mind
O027331,2025-08-23,Wrong Product
O027332,2024-01-10,Damaged
O027335,2025-12-21,Late Delivery
O027345,2023-10-20,Quality Issue
O027389,2025-05-17,Damaged
O027414,2024-02-03,Customer Changed Mind
O027432,2025-04-30,Customer Changed Mind
O027444,2023-05-11,Damaged
O027445,2023-10-15,Customer Changed Mind
O027453,2024-08-01,Customer Changed Mind
O027464,2023-08-23,Quality Issue
O027483,2025-02-28,Wrong Product
O027484,2024-10-27,Quality Issue
O027499,2023-08-07,Customer Changed Mind
O027525,2025-01-05,Quality Issue
O027546,2025-10-29,Wrong Product
O027586,2024-02-01,Damaged
O027595,2025-09-19,Customer Changed Mind
O027620,2024-05-24,Wrong Product
O027634,2025-02-27,Late Delivery
O027649,2025-08-13,Quality Issue
O027651,2023-09-03,Damaged
O027661,2023-08-13,Wrong Product
O027664,2025-07-31,Wrong Product
O027677,2023-09-16,Customer Changed Mind
O027709,2024-11-09,Late Delivery
O027732,2023-02-11,Late Delivery
O027739,2025-03-25,Quality Issue
O027740,2024-06-14,Quality Issue
O027763,2025-05-11,Late Delivery
O027768,2023-12-29,Wrong Product
O027797,2025-03-25,Late Delivery
O027806,2025-05-21,Wrong Product
O027823,2025-06-27,Wrong Product
O027824,2024-09-04,Wrong Product
O027859,2025-09-02,Quality Issue
O027863,2023-01-30,Customer Changed Mind
O027872,2024-09-04,Quality Issue
O027876,2025-10-12,Late Delivery
O027899,2025-09-11,Quality Issue
O027912,2025-12-15,Damaged
O027914,2023-03-30,Damaged
O027917,2025-12-21,Late Delivery
O027923,2024-12-28,Damaged
O027926,2024-03-17,Customer Changed Mind
O027942,2025-06-15,Damaged
O027971,2025-12-04,Wrong Product
O027974,2025-11-19,Quality Issue
O027988,2023-07-02,Quality Issue
O028012,2023-03-18,Damaged
O028028,2023-05-04,Customer Changed Mind
O028034,2023-05-05,Damaged
O028039,2024-11-10,Customer Changed Mind
O028051,2025-09-12,Quality Issue
O028057,2024-08-10,Late Delivery
O028076,2023-04-11,Late Delivery
O028090,2023-09-21,Damaged
O028097,2023-08-14,Customer Changed Mind
O028103,2024-05-25,Customer Changed Mind
O028132,2024-01-21,Wrong Product
O028157,2025-07-19,Wrong Product
O028159,2025-09-30,Wrong Product
O028161,2024-06-14,Damaged
O028172,2025-08-06,Damaged
O028177,2025-09-20,Quality Issue
O028204,2024-07-12,Wrong Product
O028209,2024-06-12,Wrong Product
O028236,2023-12-04,Quality Issue
O028250,2024-01-31,Customer Changed Mind
O028252,2026-01-05,Customer Changed Mind
O028273,2023-05-20,Wrong Product
O028300,2025-07-10,Late Delivery
O028304,2024-11-11,Customer Changed Mind
O028305,2023-12-25,Late Delivery
O028319,2025-05-16,Wrong Product
O028324,2025-05-31,Damaged
O028355,2024-02-28,Quality Issue
O028356,2024-05-11,Damaged
O028365,2023-05-04,Customer Changed Mind
O028389,2023-11-12,Damaged
O028421,2025-06-12,Customer Changed Mind
O028440,2025-10-19,Late Delivery
O028443,2025-09-14,Late Delivery
O028453,2024-03-18,Wrong Product
O028471,2024-06-16,Wrong Product
O028473,2023-09-01,Quality Issue
O028484,2023-09-23,Quality Issue
O028486,2024-06-25,Damaged
O028501,2023-03-22,Quality Issue
O028505,2025-12-10,Late Delivery
O028519,2025-03-10,Customer Changed Mind
O028521,2025-02-21,Late Delivery
O028529,2023-02-28,Late Delivery
O028540,2024-02-06,Quality Issue
O028568,2024-10-28,Customer Changed Mind
O028574,2024-06-09,Customer Changed Mind
O028584,2025-08-20,Late Delivery
O028590,2024-10-22,Quality Issue
O028652,2024-02-22,Wrong Product
O028661,2024-07-04,Quality Issue
O028662,2023-05-05,Customer Changed Mind
O028674,2025-12-28,Quality Issue
O028678,2025-02-10,Damaged
O028694,2023-11-12,Wrong Product
O028713,2024-07-05,Quality Issue
O028717,2025-11-23,Wrong Product
O028725,2024-07-29,Customer Changed Mind
O028778,2024-05-19,Quality Issue
O028779,2023-04-03,Customer Changed Mind
O028830,2026-01-02,Late Delivery
O028840,2023-11-13,Wrong Product
O028845,2024-03-08,Damaged
O028861,2025-09-12,Customer Changed Mind
O028889,2023-10-10,Late Delivery
O028922,2024-08-12,Wrong Product
O028928,2023-10-01,Late Delivery
O028941,2023-01-18,Late Delivery
O028974,2023-06-17,Customer Changed Mind
O028980,2025-09-26,Late Delivery
O028992,2024-08-03,Damaged
O029002,2023-03-07,Late Delivery
O029007,2024-12-26,Wrong Product
O029014,2024-07-04,Customer Changed Mind
O029046,2024-07-14,Quality Issue
O029064,2025-10-21,Customer Changed Mind
O029067,2023-07-12,Damaged
O029071,2023-05-05,Wrong Product
O029075,2024-03-24,Customer Changed Mind
O029079,2024-08-22,Wrong Product
O029081,2023-03-05,Customer Changed Mind
O029085,2025-05-25,Customer Changed Mind
O029096,2023-09-20,Wrong Product
O029111,2024-10-02,Late Delivery
O029116,2025-01-07,Damaged
O029117,2025-11-09,Quality Issue
O029152,2025-12-30,Late Delivery
O029154,2023-10-27,Customer Changed Mind
O029158,2025-10-09,Wrong Product
O029159,2024-01-09,Wrong Product
O029178,2024-07-21,Customer Changed Mind
O029186,2024-01-11,Damaged
O029212,2024-08-29,Damaged
O029214,2023-12-28,Damaged
O029230,2025-02-17,Quality Issue
O029231,2023-10-31,Quality Issue
O029241,2024-01-10,Damaged
O029243,2024-08-18,Late Delivery
O029278,2024-02-25,Wrong Product
O029284,2024-04-11,Quality Issue
O029301,2023-12-19,Wrong Product
O029324,2023-01-09,Quality Issue
O029331,2025-04-10,Wrong Product
O029340,2023-09-30,Damaged
O029354,2024-02-23,Damaged
O029359,2023-12-25,Quality Issue
O029368,2023-07-29,Quality Issue
O029381,2023-08-09,Customer Changed Mind
O029382,2023-04-07,Customer Changed Mind
O029395,2023-11-26,Wrong Product
O029398,2025-08-25,Wrong Product
O029403,2024-11-15,Wrong Product
O029405,2025-07-08,Late Delivery
O029414,2024-08-06,Late Delivery
O029420,2024-04-05,Late Delivery
O029454,2025-05-15,Customer Changed Mind
O029457,2024-05-20,Customer Changed Mind
O029465,2025-02-08,Customer Changed Mind
O029479,2023-11-06,Damaged
O029497,2025-12-20,Damaged
O029522,2024-04-10,Late Delivery
O029532,2025-03-06,Wrong Product
O029537,2025-06-05,Quality Issue
O029538,2024-02-03,Customer Changed Mind
O029560,2023-05-24,Quality Issue
O029572,2024-07-15,Damaged
O029575,2025-12-09,Customer Changed Mind
O029596,2025-10-02,Wrong Product
O029601,2023-03-26,Damaged
O029606,2024-07-30,Damaged
O029612,2025-01-27,Damaged
O029647,2025-10-14,Wrong Product
O029649,2024-12-27,Late Delivery
O029669,2025-07-06,Damaged
O029680,2024-10-19,Late Delivery
O029684,2024-05-30,Quality Issue
O029687,2024-07-23,Late Delivery
O029699,2024-11-28,Quality Issue
O029717,2025-02-04,Wrong Product
O029772,2025-10-16,Quality Issue
O029779,2023-03-31,Customer Changed Mind
O029783,2023-06-25,Quality Issue
O029791,2023-04-11,Damaged
O029801,2024-07-17,Late Delivery
O029820,2024-03-23,Late Delivery
O029829,2024-03-19,Wrong Product
O029840,2023-10-22,Quality Issue
O029872,2023-07-24,Wrong Product
O029874,2023-02-27,Customer Changed Mind
O029914,2024-02-11,Damaged
O029935,2023-02-06,Damaged
O029938,2024-04-14,Quality Issue
O029986,2025-08-05,Wrong Product
O030023,2023-05-07,Quality Issue
O030027,2024-09-05,Damaged
O030033,2023-03-15,Customer Changed Mind
O030034,2023-10-29,Wrong Product
O030035,2023-05-31,Customer Changed Mind
O030040,2024-08-29,Customer Changed Mind
O030046,2024-01-08,Damaged
O030055,2023-06-23,Late Delivery
O030057,2024-09-20,Wrong Product
O030058,2023-10-15,Quality Issue
O030087,2026-01-01,Quality Issue
O030104,2024-08-15,Late Delivery
O030120,2025-11-23,Late Delivery
O030159,2024-01-26,Late Delivery
O030169,2023-01-10,Wrong Product
O030180,2023-02-10,Customer Changed Mind
O030190,2024-10-09,Late Delivery
O030220,2025-11-07,Customer Changed Mind
O030248,2024-06-02,Late Delivery
O030261,2024-11-13,Wrong Product
O030264,2025-07-05,Late Delivery
O030278,2023-04-30,Customer Changed Mind
O030284,2024-09-14,Wrong Product
O030299,2023-10-05,Damaged
O030302,2024-04-12,Damaged
O030327,2024-12-27,Quality Issue
O030328,2025-06-01,Quality Issue
O030342,2023-08-21,Wrong Product
O030357,2025-03-25,Quality Issue
O030358,2025-11-25,Late Delivery
O030363,2023-03-25,Late Delivery
O030365,2024-07-21,Late Delivery
O030390,2023-01-16,Quality Issue
O030394,2025-03-17,Quality Issue
O030409,2024-09-25,Customer Changed Mind
O030429,2025-11-03,Quality Issue
O030435,2024-02-06,Wrong Product
O030436,2025-03-27,Wrong Product
O030448,2023-11-21,Damaged
O030477,2024-03-06,Customer Changed Mind
O030528,2025-06-27,Customer Changed Mind
O030533,2024-11-20,Customer Changed Mind
O030547,2026-01-06,Quality Issue
O030567,2024-01-11,Wrong Product
O030576,2025-12-25,Damaged
O030584,2025-09-06,Quality Issue
O030654,2023-03-02,Wrong Product
O030677,2023-03-07,Damaged
O030681,2023-04-21,Damaged
O030683,2025-07-24,Quality Issue
O030686,2024-05-14,Wrong Product
O030710,2025-11-29,Quality Issue
O030718,2024-05-02,Customer Changed Mind
O030724,2025-06-15,Late Delivery
O030734,2023-06-17,Quality Issue
O030769,2024-01-31,Late Delivery
O030776,2023-02-02,Customer Changed Mind
O030777,2025-05-06,Damaged
O030780,2024-01-16,Late Delivery
O030801,2025-12-09,Wrong Product
O030833,2025-12-23,Damaged
O030854,2023-08-18,Quality Issue
O030860,2024-12-13,Customer Changed Mind
O030885,2024-03-27,Quality Issue
O030900,2024-03-21,Wrong Product
O030906,2024-06-16,Wrong Product
O030921,2024-12-23,Late Delivery
O030946,2025-02-06,Wrong Product
O030954,2023-08-05,Quality Issue
O030979,2025-07-08,Damaged
O030980,2024-11-22,Customer Changed Mind
O030987,2026-01-02,Customer Changed Mind
O030992,2023-05-13,Late Delivery
O030997,2025-08-10,Quality Issue
O031003,2024-04-23,Quality Issue
O031031,2024-05-03,Late Delivery
O031033,2024-07-10,Damaged
O031038,2023-03-17,Customer Changed Mind
O031041,2024-07-27,Customer Changed Mind
O031056,2023-08-09,Late Delivery
O031069,2025-10-14,Quality Issue
O031082,2025-03-02,Quality Issue
O031087,2023-11-20,Damaged
O031095,2025-02-21,Customer Changed Mind
O031097,2025-09-03,Quality Issue
O031101,2023-01-20,Damaged
O031113,2025-01-25,Late Delivery
O031134,2024-07-17,Wrong Product
O031140,2025-09-21,Quality Issue
O031153,2025-07-28,Damaged
O031162,2023-05-01,Quality Issue
O031192,2024-03-07,Late Delivery
O031203,2025-12-30,Wrong Product
O031206,2023-01-03,Customer Changed Mind
O031223,2024-07-04,Late Delivery
O031226,2025-10-11,Late Delivery
O031227,2024-04-13,Wrong Product
O031233,2024-11-25,Customer Changed Mind
O031236,2023-08-01,Wrong Product
O031276,2024-09-03,Late Delivery
O031282,2023-09-15,Wrong Product
O031328,2024-03-18,Wrong Product
O031337,2025-12-22,Late Delivery
O031340,2025-10-18,Damaged
O031341,2025-10-13,Customer Changed Mind
O031345,2024-12-17,Wrong Product
O031358,2025-07-23,Quality Issue
O031369,2024-12-12,Damaged
O031402,2023-03-21,Customer Changed Mind
O031412,2024-03-27,Damaged
O031416,2023-11-16,Customer Changed Mind
O031423,2025-01-16,Customer Changed Mind
O031426,2023-01-19,Wrong Product
O031429,2024-10-17,Wrong Product
O031436,2025-04-03,Customer Changed Mind
O031438,2025-02-03,Quality Issue
O031444,2024-05-22,Damaged
O031475,2024-07-17,Wrong Product
O031506,2024-11-15,Quality Issue
O031512,2025-08-02,Quality Issue
O031513,2025-10-26,Quality Issue
O031535,2025-12-23,Customer Changed Mind
O031541,2025-11-28,Damaged
O031590,2024-10-19,Customer Changed Mind
O031616,2025-03-03,Wrong Product
O031621,2024-07-12,Quality Issue
O031684,2025-12-12,Customer Changed Mind
O031695,2024-03-27,Late Delivery
O031745,2024-12-01,Wrong Product
O031754,2023-09-18,Customer Changed Mind
O031759,2023-05-03,Late Delivery
O031768,2023-06-30,Late Delivery
O031773,2025-07-13,Customer Changed Mind
O031777,2025-06-29,Customer Changed Mind
O031790,2025-12-09,Customer Changed Mind
O031798,2024-09-11,Late Delivery
O031802,2024-11-03,Wrong Product
O031809,2025-01-07,Quality Issue
O031822,2024-10-17,Quality Issue
O031855,2023-02-02,Wrong Product
O031859,2023-03-03,Customer Changed Mind
O031883,2023-08-23,Customer Changed Mind
O031894,2023-09-08,Damaged
O031897,2025-02-08,Customer Changed Mind
O031909,2024-02-19,Customer Changed Mind
O031915,2025-01-21,Damaged
O031922,2024-03-24,Quality Issue
O031935,2023-10-24,Customer Changed Mind
O031940,2024-02-06,Quality Issue
O031971,2024-01-23,Wrong Product
O031987,2025-04-01,Damaged
O031991,2023-11-02,Late Delivery
O031993,2024-04-05,Late Delivery
O032042,2023-10-19,Customer Changed Mind
O032049,2023-12-08,Late Delivery
O032054,2024-02-18,Wrong Product
O032078,2024-05-25,Damaged
O032137,2023-06-05,Damaged
O032151,2023-12-10,Quality Issue
O032168,2023-10-16,Damaged
O032189,2024-02-22,Customer Changed Mind
O032204,2024-10-03,Customer Changed Mind
O032209,2023-10-30,Wrong Product
O032211,2025-02-02,Wrong Product
O032216,2023-07-10,Damaged
O032218,2023-11-15,Late Delivery
O032221,2025-01-25,Customer Changed Mind
O032223,2024-02-27,Quality Issue
O032229,2025-11-02,Quality Issue
O032233,2024-07-26,Wrong Product
O032243,2024-10-21,Customer Changed Mind
O032251,2025-10-02,Customer Changed Mind
O032255,2023-07-02,Customer Changed Mind
O032262,2025-05-27,Customer Changed Mind
O032265,2025-06-30,Damaged
O032268,2023-08-05,Quality Issue
O032270,2025-11-26,Customer Changed Mind
O032307,2024-06-27,Quality Issue
O032348,2023-01-14,Quality Issue
O032371,2024-12-06,Wrong Product
O032389,2025-04-16,Quality Issue
O032402,2024-08-21,Late Delivery
O032409,2025-03-02,Quality Issue
O032425,2024-08-27,Damaged
O032430,2023-11-26,Quality Issue
O032442,2024-08-27,Quality Issue
O032443,2025-08-13,Wrong Product
O032465,2025-06-30,Quality Issue
O032467,2024-12-15,Damaged
O032473,2023-12-22,Late Delivery
O032488,2024-10-28,Quality Issue
O032504,2023-06-27,Wrong Product
O032506,2025-06-19,Late Delivery
O032509,2024-11-22,Customer Changed Mind
O032534,2024-03-20,Wrong Product
O032542,2026-01-08,Wrong Product
O032560,2025-10-28,Damaged
O032568,2023-01-27,Damaged
O032596,2025-08-17,Late Delivery
O032606,2025-05-05,Damaged
O032612,2025-12-01,Quality Issue
O032615,2025-06-21,Quality Issue
O032626,2023-05-17,Late Delivery
O032652,2023-03-14,Quality Issue
O032654,2025-04-10,Damaged
O032681,2025-07-02,Damaged
O032710,2025-07-25,Damaged
O032728,2023-03-30,Wrong Product
O032757,2023-11-12,Wrong Product
O032764,2024-07-18,Quality Issue
O032773,2024-02-15,Customer Changed Mind
O032779,2025-02-03,Damaged
O032788,2023-05-27,Damaged
O032795,2025-06-07,Customer Changed Mind
O032819,2025-05-26,Customer Changed Mind
O032822,2025-04-15,Damaged
O032835,2025-01-07,Customer Changed Mind
O032839,2023-05-15,Customer Changed Mind
O032862,2023-10-27,Late Delivery
O032884,2025-10-18,Wrong Product
O032888,2023-12-26,Wrong Product
O032900,2024-05-31,Customer Changed Mind
O032922,2025-10-25,Wrong Product
O032929,2023-06-17,Customer Changed Mind
O032940,2024-09-07,Quality Issue
O032971,2024-02-05,Customer Changed Mind
O032972,2023-09-05,Quality Issue
O032998,2025-01-27,Quality Issue
O033059,2024-04-07,Customer Changed Mind
O033081,2024-12-17,Quality Issue
O033082,2024-07-12,Quality Issue
O033098,2023-10-13,Wrong Product
O033121,2025-03-12,Customer Changed Mind
O033127,2024-08-20,Wrong Product
O033136,2023-04-16,Customer Changed Mind
O033140,2023-09-24,Late Delivery
O033201,2025-12-22,Wrong Product
O033202,2023-02-28,Damaged
O033217,2025-10-26,Late Delivery
O033226,2024-02-04,Customer Changed Mind
O033229,2025-10-23,Customer Changed Mind
O033249,2023-05-17,Quality Issue
O033251,2025-08-19,Damaged
O033260,2023-12-30,Quality Issue
O033269,2025-01-30,Damaged
O033271,2023-09-04,Damaged
O033276,2023-01-20,Wrong Product
O033337,2024-04-07,Customer Changed Mind
O033339,2024-09-27,Late Delivery
O033349,2023-03-26,Late Delivery
O033372,2023-04-21,Wrong Product
O033382,2025-07-26,Late Delivery
O033394,2025-05-11,Wrong Product
O033399,2025-01-18,Quality Issue
O033434,2024-09-30,Damaged
O033441,2025-02-25,Quality Issue
O033447,2024-12-23,Customer Changed Mind
O033461,2025-02-28,Damaged
O033510,2025-07-11,Wrong Product
O033513,2025-09-07,Damaged
O033531,2025-03-15,Wrong Product
O033535,2024-02-18,Wrong Product
O033554,2025-08-13,Customer Changed Mind
O033555,2024-04-30,Late Delivery
O033583,2024-12-23,Customer Changed Mind
O033596,2024-06-04,Damaged
O033599,2024-02-04,Damaged
O033604,2024-07-03,Late Delivery
O033656,2023-09-13,Wrong Product
O033671,2025-07-29,Quality Issue
O033674,2023-04-22,Wrong Product
O033675,2023-06-24,Wrong Product
O033678,2023-06-06,Wrong Product
O033680,2024-12-16,Damaged
O033690,2024-08-25,Late Delivery
O033691,2025-05-23,Wrong Product
O033695,2024-07-01,Quality Issue
O033708,2023-04-29,Customer Changed Mind
O033725,2025-09-13,Damaged
O033729,2025-02-17,Late Delivery
O033739,2024-09-15,Wrong Product
O033745,2025-09-01,Late Delivery
O033746,2023-11-12,Customer Changed Mind
O033771,2024-11-09,Wrong Product
O033773,2025-04-02,Damaged
O033775,2024-02-17,Late Delivery
O033789,2023-01-16,Quality Issue
O033811,2025-02-14,Damaged
O033827,2024-10-04,Quality Issue
O033834,2024-11-10,Customer Changed Mind
O033842,2025-07-11,Damaged
O033847,2023-02-13,Wrong Product
O033857,2025-02-21,Late Delivery
O033862,2024-10-13,Damaged
O033864,2023-09-07,Wrong Product
O033869,2023-01-31,Late Delivery
O033879,2023-10-17,Late Delivery
O033896,2024-08-05,Quality Issue
